16 1000 8037
3 186 -4.634003e+01 -2.916800e+02
4 186 -2.399400e+02 -3.622400e+02
6 186 -1.415700e+02 3.189001e+01
7 186 -1.590200e+02 1.378000e+02
8 186 6.619000e+01 -2.513000e+01
9 186 -7.663000e+01 1.046200e+02
12 186 -1.198200e+02 8.801001e+01
0 187 1.971997e+01 9.695999e+01
1 187 2.121700e+02 1.171500e+02
2 187 1.175200e+02 1.122100e+02
3 187 2.360999e+01 -2.037700e+02
4 187 -2.095400e+02 -4.261700e+02
5 187 6.421600e+02 -5.604500e+02
6 187 -6.015997e+01 1.289600e+02
7 187 -8.534003e+01 2.110400e+02
10 187 -8.146002e+01 2.565900e+02
12 187 -3.608002e+01 1.833200e+02
13 187 3.715601e+02 -1.388400e+02
15 187 -1.990997e+01 2.715300e+02
0 188 -1.100600e+02 4.422800e+02
1 188 2.488101e+02 4.786800e+02
2 188 -3.909800e+02 1.910500e+02
3 188 -5.225100e+02 -1.388500e+02
5 188 2.934600e+02 -2.121600e+02
7 188 -3.278700e+02 4.964900e+02
11 188 4.962000e+01 -3.166000e+02
12 188 -4.147700e+02 4.234400e+02
14 188 2.064100e+02 -2.994700e+02
0 189 -1.078000e+02 5.097500e+02
1 189 2.678101e+02 5.456900e+02
3 189 -5.205600e+02 -5.933002e+01
5 189 2.997200e+02 -1.402300e+02
7 189 -3.341000e+02 5.671100e+02
8 189 -2.438100e+02 2.049600e+02
0 190 -2.562000e+01 4.765700e+02
1 190 3.445400e+02 4.917500e+02
2 190 -3.136300e+02 2.323700e+02
5 190 3.785000e+02 -1.747400e+02
6 190 -5.035800e+02 4.852900e+02
7 190 -2.489900e+02 5.408600e+02
9 190 -4.171800e+02 2.654200e+02
12 190 -3.279500e+02 4.766900e+02
13 190 1.704100e+02 1.489100e+02
14 190 2.888400e+02 -2.608000e+02
0 191 -2.426001e+01 5.067999e+01
1 191 1.561500e+02 8.445999e+01
2 191 8.709003e+01 5.545001e+01
3 191 -9.799805e-01 -2.589300e+02
7 191 -1.214200e+02 1.577400e+02
8 191 1.041000e+02 3.999939e-01
10 191 -1.270600e+02 1.976700e+02
12 191 -7.422998e+01 1.180200e+02
13 191 3.395800e+02 -1.822700e+02
15 191 -7.392999e+01 2.023800e+02
0 192 2.979900e+02 5.761000e+02
1 192 7.226899e+02 5.149500e+02
2 192 -3.685999e+01 3.450000e+02
0 193 8.165002e+01 -3.200073e-01
1 193 2.376400e+02 5.229980e+00
0 194 -3.080017e+00 4.811200e+02
1 194 3.692000e+02 4.908300e+02
2 194 -2.926300e+02 2.383300e+02
3 194 -4.242400e+02 -9.319000e+01
4 194 4.030029e+00 -3.564300e+02
5 194 4.008300e+02 -1.695800e+02
6 194 -4.791100e+02 4.961400e+02
7 194 -2.273100e+02 5.482800e+02
9 194 -3.998200e+02 2.710400e+02
11 194 1.449600e+02 -2.803700e+02
12 194 -3.041100e+02 4.850400e+02
14 194 3.106801e+02 -2.551900e+02
0 195 5.119995e+00 8.357001e+01
1 195 1.939700e+02 1.072400e+02
3 195 1.235999e+01 -2.208300e+02
4 195 -2.162700e+02 -4.135000e+02
6 195 -7.378003e+01 1.099300e+02
12 195 -5.115997e+01 1.648900e+02
15 195 -3.875000e+01 2.519300e+02
0 196 9.795001e+01 5.679400e+02
1 196 4.980699e+02 5.550300e+02
2 196 -2.083500e+02 3.360000e+02
3 196 -3.410400e+02 2.479980e+00
4 196 4.865002e+01 -4.252700e+02
5 196 5.013800e+02 -7.710999e+01
6 196 -3.836600e+02 6.279600e+02
8 196 -9.176001e+01 2.602100e+02
9 196 -3.315000e+02 3.598700e+02
11 196 2.302200e+02 -2.023400e+02
12 196 -2.120900e+02 6.008300e+02
13 196 2.652600e+02 2.319000e+02
14 196 4.056801e+02 -1.635600e+02
0 197 7.440997e+01 -2.972998e+01
1 197 2.216400e+02 -2.159998e+01
2 197 2.422900e+02 1.833002e+01
3 197 1.495500e+02 -2.896000e+02
4 197 -3.031600e+02 -4.726000e+02
7 197 -3.770020e+00 9.754001e+01
8 197 2.275100e+02 -3.357999e+01
9 197 9.345001e+01 1.094900e+02
10 197 -4.349976e+00 1.143800e+02
12 197 7.798999e+01 6.290997e+01
13 197 4.451700e+02 -2.400500e+02
15 197 6.932001e+01 1.069300e+02
0 198 -3.097998e+01 5.064700e+02
1 198 3.464200e+02 5.235100e+02
7 198 -2.580700e+02 5.715600e+02
0 199 5.884301e+02 2.051100e+02
1 199 8.823900e+02 5.046997e+01
2 199 4.731300e+02 1.798200e+02
3 199 3.342700e+02 -1.370200e+02
6 199 3.870200e+02 3.605100e+02
7 199 4.123199e+02 3.758500e+02
8 199 4.487400e+02 1.195600e+02
9 199 2.644800e+02 2.490500e+02
10 199 5.736200e+02 4.439100e+02
12 199 4.727800e+02 3.693500e+02
15 199 7.676000e+02 5.043600e+02
0 200 2.162200e+02 -1.194000e+01
1 200 3.691200e+02 -4.721002e+01
2 200 3.660601e+02 6.070001e+01
3 200 2.613300e+02 -2.467600e+02
7 200 1.311200e+02 1.375600e+02
12 200 2.291300e+02 1.192600e+02
13 200 5.627900e+02 -2.141400e+02
15 200 2.609900e+02 1.505300e+02
0 201 4.232001e+01 5.959998e+01
1 201 2.197500e+02 7.495001e+01
2 201 1.671400e+02 9.160999e+01
3 201 7.359998e+01 -2.217400e+02
6 201 -1.059003e+01 9.802002e+01
7 201 -5.329999e+01 1.795000e+02
10 201 -5.103998e+01 2.149400e+02
12 201 8.070007e+00 1.525000e+02
15 201 1.454999e+01 2.242300e+02
0 202 5.592200e+02 2.350100e+02
1 202 8.609399e+02 9.085999e+01
3 202 2.938900e+02 -1.239100e+02
7 202 3.790200e+02 3.990600e+02
15 202 7.229600e+02 5.422100e+02
0 203 2.084301e+02 5.401001e+01
1 203 3.830800e+02 2.078003e+01
2 203 3.284200e+02 1.169700e+02
6 203 1.670100e+02 1.411300e+02
8 203 3.046200e+02 5.012000e+01
10 203 1.424200e+02 2.253100e+02
12 203 1.968900e+02 1.887200e+02
15 203 2.421200e+02 2.399700e+02
0 204 5.598000e+02 1.577700e+02
1 204 8.368101e+02 8.580017e+00
7 204 3.901000e+02 3.244500e+02
10 204 5.436700e+02 3.850400e+02
12 204 4.510601e+02 3.059500e+02
15 204 7.324301e+02 4.331700e+02
0 205 5.809998e+01 -2.262000e+01
1 205 2.093500e+02 -9.109985e+00
3 205 1.304200e+02 -2.873300e+02
4 205 -2.956700e+02 -4.594100e+02
6 205 4.302002e+01 1.370001e+01
7 205 -2.092999e+01 1.026700e+02
8 205 2.109700e+02 -3.204999e+01
12 205 5.623999e+01 6.640997e+01
13 205 4.303700e+02 -2.343000e+02
0 206 1.143900e+02 5.123999e+01
1 206 2.860300e+02 4.620001e+01
2 206 2.496600e+02 1.047100e+02
3 206 1.504700e+02 -2.079400e+02
4 206 -2.512900e+02 -5.048300e+02
8 206 2.369300e+02 3.884000e+01
9 206 9.448999e+01 1.810900e+02
10 206 3.296002e+01 2.122500e+02
12 206 9.726001e+01 1.651200e+02
13 206 4.686400e+02 -1.679300e+02
0 207 1.698999e+01 5.152700e+02
1 207 3.979600e+02 5.207000e+02
2 207 -2.764200e+02 2.778600e+02
3 207 -4.079200e+02 -5.387000e+01
4 207 2.245001e+01 -3.713800e+02
5 207 4.217200e+02 -1.331200e+02
6 207 -4.626000e+02 5.445600e+02
9 207 -3.874500e+02 3.064200e+02
11 207 1.610200e+02 -2.505500e+02
12 207 -2.888500e+02 5.289300e+02
13 207 2.033300e+02 1.839900e+02
14 207 3.298101e+02 -2.191100e+02
0 208 2.173999e+01 4.331400e+02
1 208 3.828000e+02 4.357800e+02
2 208 -2.655200e+02 1.830300e+02
3 208 -3.988600e+02 -1.479400e+02
4 208 -2.592999e+01 -3.674700e+02
5 208 4.241400e+02 -2.203800e+02
6 208 -4.422600e+02 4.391700e+02
7 208 -1.973300e+02 5.017300e+02
8 208 -1.385300e+02 1.378400e+02
12 208 -2.690300e+02 4.329400e+02
13 208 2.079301e+02 1.141100e+02
14 208 3.347200e+02 -3.050500e+02
0 209 4.454999e+01 5.764800e+02
1 209 4.435601e+02 5.770000e+02
2 209 -2.568100e+02 3.459400e+02
3 209 -3.887500e+02 1.231000e+01
4 209 5.653003e+01 -3.934700e+02
5 209 4.502600e+02 -6.914001e+01
6 209 -4.434800e+02 6.296100e+02
8 209 -1.314800e+02 2.672900e+02
12 209 -2.698800e+02 6.042700e+02
13 209 2.239399e+02 2.368000e+02
14 209 3.553500e+02 -1.563800e+02
0 210 1.090000e+02 4.384998e+01
1 210 2.784700e+02 4.057001e+01
2 210 2.471400e+02 9.656000e+01
6 210 7.388000e+01 1.034300e+02
7 210 1.719000e+01 1.758800e+02
8 210 2.345500e+02 3.201001e+01
10 210 2.850000e+01 2.031600e+02
12 210 9.396002e+01 1.554200e+02
13 210 4.649700e+02 -1.746300e+02
15 210 1.070300e+02 2.119700e+02
0 211 5.716998e+01 5.062300e+02
1 211 4.386500e+02 5.018300e+02
2 211 -2.388700e+02 2.682200e+02
3 211 -3.713800e+02 -6.481000e+01
5 211 4.611700e+02 -1.412300e+02
7 211 -1.720600e+02 5.804100e+02
8 211 -1.173100e+02 2.056300e+02
9 211 -3.543400e+02 2.992700e+02
12 211 -2.438400e+02 5.249300e+02
13 211 2.353400e+02 1.785000e+02
14 211 3.687700e+02 -2.270700e+02
0 212 -2.009998e+01 5.275900e+02
1 212 3.629000e+02 5.424400e+02
2 212 -3.120300e+02 2.914400e+02
5 212 3.857200e+02 -1.208000e+02
6 212 -5.065600e+02 5.533600e+02
12 212 -3.308300e+02 5.384800e+02
0 213 4.360999e+01 5.318700e+02
1 213 4.311700e+02 5.313200e+02
2 213 -2.544000e+02 2.976100e+02
4 213 3.038000e+01 -3.889100e+02
5 213 4.490100e+02 -1.122500e+02
8 213 -1.292700e+02 2.333000e+02
11 213 1.840300e+02 -2.346500e+02
12 213 -2.630300e+02 5.547900e+02
0 214 5.889001e+01 1.250000e+00
1 214 2.164200e+02 1.319000e+01
2 214 2.133500e+02 4.444000e+01
3 214 1.205100e+02 -2.656100e+02
4 214 -2.789900e+02 -4.601300e+02
7 214 -2.498999e+01 1.254100e+02
9 214 6.764001e+01 1.302000e+02
10 214 -2.515002e+01 1.485200e+02
13 214 4.270300e+02 -2.150100e+02
15 214 4.432001e+01 1.468300e+02
0 215 4.454999e+01 5.764800e+02
1 215 4.435601e+02 5.770000e+02
2 215 -2.568100e+02 3.459400e+02
4 215 5.653003e+01 -3.934700e+02
5 215 4.502600e+02 -6.914001e+01
6 215 -4.434800e+02 6.296100e+02
8 215 -1.314800e+02 2.672900e+02
11 215 1.830800e+02 -1.971100e+02
12 215 -2.698800e+02 6.042700e+02
13 215 2.239399e+02 2.368000e+02
14 215 3.553500e+02 -1.563800e+02
0 216 3.796997e+01 -2.208002e+01
1 216 1.894100e+02 -3.200012e+00
2 216 1.986000e+02 1.359998e+01
3 216 1.079700e+02 -2.953800e+02
7 216 -4.265002e+01 9.839999e+01
8 216 1.918400e+02 -3.703000e+01
10 216 -4.703003e+01 1.193500e+02
12 216 3.219000e+01 5.970001e+01
13 216 4.107300e+02 -2.370300e+02
15 216 1.921997e+01 1.121900e+02
0 217 1.213500e+02 5.070001e+01
1 217 2.924399e+02 4.426001e+01
2 217 2.564700e+02 1.050700e+02
3 217 1.570500e+02 -2.072400e+02
4 217 -2.520800e+02 -5.089700e+02
6 217 8.484998e+01 1.144600e+02
8 217 2.430000e+02 3.904001e+01
10 217 4.277002e+01 2.120700e+02
12 217 1.063300e+02 1.661100e+02
15 217 1.225400e+02 2.231700e+02
0 218 4.856000e+01 5.450600e+02
1 218 4.397200e+02 5.438400e+02
2 218 -2.502400e+02 3.115400e+02
5 218 4.533000e+02 -1.017200e+02
6 218 -4.329700e+02 5.894200e+02
8 218 -1.262900e+02 2.390100e+02
9 218 -3.663900e+02 3.366000e+02
12 218 -2.599400e+02 5.683900e+02
13 218 2.277800e+02 2.107200e+02
14 218 3.596300e+02 -1.876600e+02
0 219 3.036899e+02 5.745200e+02
1 219 7.287000e+02 5.121500e+02
9 219 -1.811800e+02 3.709500e+02
0 220 5.587000e+01 8.747000e+01
1 220 2.421100e+02 9.870999e+01
2 220 1.714800e+02 1.177200e+02
3 220 7.465997e+01 -1.965700e+02
4 220 -2.195900e+02 -4.568900e+02
6 220 -6.239990e+00 1.318900e+02
8 220 1.731200e+02 5.148999e+01
10 220 -3.971002e+01 2.495200e+02
12 220 1.647998e+01 1.852000e+02
13 220 4.096899e+02 -1.432600e+02
15 220 2.978003e+01 2.642500e+02
0 221 8.166998e+01 9.720999e+01
1 221 2.711200e+02 1.006900e+02
2 221 1.860000e+02 1.324000e+02
4 221 -2.166500e+02 -4.754600e+02
5 221 7.192600e+02 -5.593199e+02
6 221 1.291998e+01 1.515200e+02
7 221 -2.166998e+01 2.220400e+02
9 221 4.196002e+01 2.009100e+02
12 221 3.763000e+01 2.043900e+02
13 221 4.282800e+02 -1.318200e+02
15 221 6.357001e+01 2.811800e+02
0 222 9.183002e+01 -1.650024e+00
1 222 2.468800e+02 7.899780e-01
2 222 2.495601e+02 5.106000e+01
3 222 1.541300e+02 -2.582100e+02
6 222 7.392999e+01 4.877002e+01
7 222 8.640015e+00 1.283900e+02
10 222 1.322998e+01 1.483100e+02
12 222 8.976001e+01 1.006000e+02
15 222 8.946002e+01 1.475000e+02
0 223 5.115699e+02 3.734200e+02
1 223 8.698900e+02 2.490700e+02
2 223 3.006700e+02 2.653500e+02
3 223 1.595300e+02 -6.069000e+01
6 223 2.087600e+02 5.106200e+02
7 223 3.019100e+02 5.173200e+02
8 223 3.135600e+02 1.971300e+02
9 223 1.128200e+02 3.162600e+02
11 223 6.219100e+02 -3.535300e+02
13 223 6.696600e+02 1.092800e+02
0 224 -4.229980e+00 9.957001e+01
1 224 1.914200e+02 1.260800e+02
3 224 -6.010010e+00 -2.129500e+02
4 224 -2.053700e+02 -4.067000e+02
6 224 -9.248001e+01 1.215700e+02
7 224 -1.106000e+02 2.084600e+02
12 224 -6.831000e+01 1.769500e+02
13 224 3.487200e+02 -1.397800e+02
15 224 -5.290997e+01 2.722100e+02
0 225 5.784700e+02 1.036900e+02
1 225 8.393199e+02 -5.426001e+01
2 225 4.890601e+02 7.191998e+01
3 225 3.543700e+02 -2.401000e+02
6 225 4.009000e+02 2.427100e+02
7 225 4.159500e+02 2.756800e+02
8 225 4.597500e+02 3.113000e+01
9 225 2.803500e+02 1.583800e+02
10 225 5.696700e+02 3.234100e+02
12 225 4.865500e+02 2.525900e+02
15 225 7.651300e+02 3.600600e+02
0 226 2.046300e+02 4.853800e+02
1 226 5.915900e+02 4.425100e+02
2 226 -1.063800e+02 2.466800e+02
3 226 -2.445500e+02 -8.667999e+01
4 226 -7.580017e+00 -4.894200e+02
5 226 6.076600e+02 -1.609000e+02
6 226 -2.533300e+02 5.456900e+02
7 226 -2.826001e+01 5.734500e+02
8 226 -6.830017e+00 1.902600e+02
9 226 -2.409900e+02 2.845600e+02
11 226 3.327400e+02 -2.682100e+02
12 226 -8.658002e+01 5.217800e+02
14 226 5.119200e+02 -2.397600e+02
0 227 9.265002e+01 5.151800e+02
1 227 4.788600e+02 5.018800e+02
3 227 -3.400000e+02 -5.263000e+01
5 227 4.982000e+02 -1.291700e+02
6 227 -3.768500e+02 5.634500e+02
9 227 -3.269600e+02 3.109400e+02
13 227 2.626700e+02 1.875900e+02
14 227 4.025601e+02 -2.168600e+02
0 228 -8.965997e+01 4.681400e+02
1 228 2.761801e+02 4.995300e+02
2 228 -3.738200e+02 2.223600e+02
6 228 -5.757300e+02 4.610700e+02
7 228 -3.111800e+02 5.257000e+02
8 228 -2.274200e+02 1.668300e+02
11 228 6.779999e+01 -2.934700e+02
0 229 5.912900e+02 1.399200e+02
1 229 8.643900e+02 -1.982001e+01
2 229 4.937300e+02 1.154700e+02
3 229 3.578400e+02 -1.980100e+02
7 229 4.238500e+02 3.131600e+02
8 229 4.640900e+02 6.648001e+01
9 229 2.831200e+02 1.954200e+02
10 229 5.818400e+02 3.671300e+02
13 229 7.965400e+02 -7.571002e+01
15 229 7.788800e+02 4.128400e+02
0 230 4.223700e+02 5.774600e+02
1 230 8.710699e+02 4.870900e+02
5 230 8.234600e+02 -5.541998e+01
6 230 -4.466998e+01 7.018200e+02
14 230 7.184301e+02 -1.355900e+02
0 231 4.712600e+02 3.942700e+02
1 231 8.337500e+02 2.816200e+02
2 231 2.495300e+02 2.690200e+02
3 231 1.093600e+02 -5.881000e+01
7 231 2.585400e+02 5.306700e+02
8 231 2.728400e+02 2.014200e+02
9 231 6.865997e+01 3.174100e+02
11 231 5.810200e+02 -3.366700e+02
12 231 2.643600e+02 5.110100e+02
13 231 6.277600e+02 1.219000e+02
14 231 8.613300e+02 -3.119800e+02
0 232 3.583700e+02 5.743400e+02
1 232 7.926100e+02 4.987500e+02
2 232 1.309998e+01 3.429000e+02
3 232 -1.323800e+02 8.530029e+00
5 232 7.585900e+02 -6.153003e+01
6 232 -1.098900e+02 6.859100e+02
9 232 -1.434400e+02 3.726500e+02
11 232 4.636000e+02 -1.827700e+02
13 232 4.701500e+02 2.550500e+02
14 232 6.563700e+02 -1.428000e+02
0 233 -3.472998e+01 1.007000e+02
1 233 1.646700e+02 1.352800e+02
2 233 4.415997e+01 8.964001e+01
3 233 -4.614001e+01 -2.278100e+02
4 233 -2.023400e+02 -3.823200e+02
5 233 5.692600e+02 -5.595900e+02
6 233 -1.366700e+02 1.106800e+02
7 233 -1.437300e+02 2.034200e+02
8 233 7.154999e+01 3.076999e+01
10 233 -1.445000e+02 2.546100e+02
12 233 -1.090100e+02 1.653800e+02
13 233 3.179200e+02 -1.423400e+02
15 233 -9.370001e+01 2.696000e+02
0 234 2.446000e+02 1.934003e+01
1 234 4.098900e+02 -2.551001e+01
2 234 3.731600e+02 8.684003e+01
3 234 2.664399e+02 -2.226600e+02
7 234 1.517500e+02 1.705500e+02
10 234 1.878500e+02 1.885000e+02
13 234 5.796801e+02 -1.866900e+02
15 234 2.967500e+02 1.970500e+02
0 235 -9.320007e+00 1.190002e+00
1 235 1.540400e+02 3.140997e+01
4 235 -2.701100e+02 -4.044100e+02
6 235 -4.963000e+01 1.328003e+01
8 235 1.385800e+02 -3.310001e+01
10 235 -1.025800e+02 1.401100e+02
12 235 -3.445001e+01 6.779999e+01
13 235 3.632900e+02 -2.228200e+02
15 235 -4.577002e+01 1.363000e+02
0 236 -2.603998e+01 3.287000e+01
1 236 1.488900e+02 6.765002e+01
2 236 9.525000e+01 3.962000e+01
3 236 6.880005e+00 -2.732900e+02
4 236 -2.470400e+02 -3.912800e+02
6 236 -8.698999e+01 4.253003e+01
7 236 -1.194600e+02 1.395800e+02
10 236 -1.272300e+02 1.762600e+02
12 236 -6.931000e+01 9.840997e+01
13 236 3.410601e+02 -1.971600e+02
15 236 -7.379999e+01 1.782400e+02
0 237 1.095000e+02 5.719971e+00
1 237 2.666100e+02 2.890015e+00
2 237 2.643600e+02 6.240002e+01
3 237 1.676000e+02 -2.473100e+02
6 237 9.056000e+01 6.209998e+01
7 237 2.502002e+01 1.387200e+02
8 237 2.473600e+02 2.619995e+00
10 237 3.306000e+01 1.589300e+02
12 237 1.079300e+02 1.135600e+02
13 237 4.715500e+02 -2.066600e+02
15 237 1.124300e+02 1.599600e+02
0 238 3.622000e+02 5.140900e+02
1 238 7.775300e+02 4.329600e+02
3 238 -1.198200e+02 -5.415997e+01
5 238 7.657100e+02 -1.253900e+02
6 238 -9.342001e+01 6.109500e+02
9 238 -1.313500e+02 3.161100e+02
11 238 4.745601e+02 -2.341600e+02
13 238 4.770601e+02 2.044700e+02
14 238 6.660699e+02 -2.043000e+02
0 239 -1.937600e+02 5.080000e+02
1 239 1.799800e+02 5.647200e+02
2 239 -4.764000e+02 2.699200e+02
3 239 -6.029600e+02 -5.914001e+01
7 239 -4.201000e+02 5.567300e+02
0 240 -6.419983e+00 4.749300e+02
1 240 3.643000e+02 4.853200e+02
2 240 -2.953700e+02 2.311900e+02
5 240 3.972100e+02 -1.762300e+02
6 240 -4.814500e+02 4.871600e+02
7 240 -2.299000e+02 5.414700e+02
8 240 -1.633100e+02 1.754200e+02
9 240 -4.013200e+02 2.646900e+02
11 240 1.426700e+02 -2.856600e+02
12 240 -3.064500e+02 4.779300e+02
0 241 -8.925000e+01 4.743600e+02
1 241 2.780800e+02 5.054500e+02
2 241 -3.734800e+02 2.290100e+02
5 241 3.158700e+02 -1.778400e+02
6 241 -5.758300e+02 4.688100e+02
7 241 -3.113100e+02 5.319400e+02
8 241 -2.275900e+02 1.721800e+02
11 241 6.806000e+01 -2.881800e+02
12 241 -3.971300e+02 4.648800e+02
13 241 1.199800e+02 1.432200e+02
14 241 2.272100e+02 -2.651000e+02
0 242 -3.066998e+01 5.616400e+02
1 242 3.604000e+02 5.797200e+02
5 242 3.768700e+02 -8.644000e+01
6 242 -5.252000e+02 5.962600e+02
8 242 -1.873100e+02 2.524800e+02
11 242 1.173800e+02 -2.123600e+02
12 242 -3.481100e+02 5.767000e+02
0 243 -2.281000e+01 5.676400e+02
1 243 3.703800e+02 5.839900e+02
2 243 -3.171800e+02 3.367100e+02
5 243 3.847500e+02 -7.957001e+01
0 244 2.101600e+02 5.526900e+02
1 244 6.169399e+02 5.116100e+02
2 244 -1.086700e+02 3.196200e+02
3 244 -2.473600e+02 -1.428003e+01
4 244 3.335999e+01 -4.975400e+02
5 244 6.115900e+02 -8.892999e+01
6 244 -2.600300e+02 6.309200e+02
9 244 -2.459400e+02 3.484000e+02
11 244 3.321899e+02 -2.099200e+02
12 244 -9.263000e+01 5.982000e+02
14 244 5.142200e+02 -1.729100e+02
0 245 5.254999e+01 5.434800e+02
1 245 4.438800e+02 5.416200e+02
8 245 -1.233800e+02 2.388400e+02
9 245 -3.631400e+02 3.357800e+02
11 245 1.916300e+02 -2.250600e+02
14 245 3.639600e+02 -1.890900e+02
0 246 -1.074400e+02 5.323300e+02
1 246 2.737900e+02 5.682100e+02
2 246 -3.944500e+02 2.975100e+02
12 246 -4.272000e+02 5.327200e+02
0 247 2.832600e+02 5.630600e+02
1 247 7.027700e+02 5.046500e+02
2 247 -4.741998e+01 3.306100e+02
3 247 -1.901800e+02 -3.729980e+00
5 247 6.840400e+02 -7.585999e+01
6 247 -1.852300e+02 6.577700e+02
9 247 -1.951200e+02 3.600000e+02
11 247 3.970699e+02 -1.968300e+02
12 247 -1.896002e+01 6.183300e+02
14 247 5.843400e+02 -1.585200e+02
0 248 -1.050100e+02 5.271900e+02
1 248 2.750800e+02 5.626500e+02
2 248 -3.919500e+02 2.914700e+02
4 248 3.735999e+01 -3.003400e+02
5 248 3.033900e+02 -1.220400e+02
8 248 -2.430200e+02 2.208200e+02
11 248 5.312000e+01 -2.431600e+02
12 248 -4.239300e+02 5.264400e+02
0 249 -2.665000e+02 4.544700e+02
1 249 9.477002e+01 5.290700e+02
4 249 8.000000e+00 -2.028900e+02
5 249 1.408600e+02 -1.985400e+02
7 249 -4.864600e+02 4.922800e+02
11 249 -8.852002e+01 -3.073100e+02
12 249 -5.932500e+02 4.157800e+02
0 250 5.981000e+01 -1.628000e+02
1 250 1.671300e+02 -1.475200e+02
2 250 2.783700e+02 -1.261000e+02
3 250 1.921100e+02 -4.261801e+02
6 250 9.641998e+01 -1.436700e+02
13 250 4.482500e+02 -3.591200e+02
15 250 6.758002e+01 -7.571002e+01
0 251 3.272998e+01 -1.589800e+02
1 251 1.432700e+02 -1.352100e+02
2 251 2.468600e+02 -1.306200e+02
3 251 1.623300e+02 -4.323600e+02
4 251 -3.925200e+02 -4.357600e+02
6 251 6.346997e+01 -1.494900e+02
7 251 -2.340997e+01 -3.903998e+01
8 251 2.261600e+02 -1.574600e+02
10 251 -3.865997e+01 -3.960999e+01
12 251 6.859003e+01 -1.014400e+02
13 251 4.230699e+02 -3.576800e+02
15 251 3.053003e+01 -7.390002e+01
0 252 -7.710999e+01 -2.262700e+02
1 252 2.562000e+01 -1.675100e+02
3 252 5.309003e+01 -5.722800e+02
4 252 -4.255500e+02 -3.400700e+02
6 252 -5.690002e+01 -2.809900e+02
7 252 -1.274000e+02 -1.310600e+02
8 252 1.269500e+02 -2.653500e+02
9 252 1.252002e+01 -1.321200e+02
12 252 -5.470001e+01 -2.290400e+02
15 252 -1.067800e+02 -1.796100e+02
0 253 -1.627002e+01 -2.250500e+02
1 253 7.664001e+01 -1.839000e+02
2 253 2.226100e+02 -2.159300e+02
3 253 1.458400e+02 -5.156801e+02
4 253 -4.346400e+02 -3.952600e+02
7 253 -6.025000e+01 -1.140700e+02
8 253 2.034500e+02 -2.278900e+02
10 253 -8.800000e+01 -1.212600e+02
12 253 3.271002e+01 -1.953600e+02
13 253 3.880100e+02 -4.217600e+02
15 253 -2.653003e+01 -1.697300e+02
0 254 -8.364001e+01 -2.469000e+02
1 254 1.554999e+01 -1.858700e+02
6 254 -6.142999e+01 -3.147400e+02
7 254 -1.312900e+02 -1.541600e+02
9 254 1.354999e+01 -1.698900e+02
10 254 -1.631800e+02 -1.527000e+02
12 254 -5.720001e+01 -2.630200e+02
15 254 -1.123000e+02 -2.082300e+02
0 255 -1.485000e+02 5.321100e+02
1 255 2.316100e+02 5.779500e+02
2 255 -4.335200e+02 2.976100e+02
5 255 2.616899e+02 -1.170200e+02
7 255 -3.778100e+02 5.865400e+02
11 255 1.521002e+01 -2.399700e+02
12 255 -4.723200e+02 5.275100e+02
0 256 3.650000e+01 5.594500e+02
1 256 4.306600e+02 5.614700e+02
8 256 -1.365700e+02 2.518200e+02
9 256 -3.779000e+02 3.509900e+02
11 256 1.768900e+02 -2.116000e+02
13 256 2.180000e+02 2.215800e+02
0 257 3.623700e+02 5.779000e+02
1 257 7.984301e+02 5.013700e+02
5 257 7.630699e+02 -5.831000e+01
11 257 4.673101e+02 -1.799900e+02
13 257 4.734200e+02 2.579500e+02
14 257 6.597300e+02 -1.391600e+02
0 258 1.011200e+02 4.294100e+02
1 258 4.655500e+02 4.112900e+02
2 258 -1.927800e+02 1.802000e+02
8 258 -7.879999e+01 1.366300e+02
13 258 2.711000e+02 1.154100e+02
14 258 4.128900e+02 -3.062900e+02
0 259 -1.974100e+02 3.867000e+02
1 259 1.473700e+02 4.454600e+02
2 259 -4.744900e+02 1.223600e+02
10 259 -3.695500e+02 5.820300e+02
13 259 3.391998e+01 6.266998e+01
14 259 1.186100e+02 -3.604500e+02
0 260 6.696002e+01 6.401001e+01
1 260 2.447100e+02 7.214001e+01
2 260 1.921500e+02 1.032700e+02
3 260 9.691998e+01 -2.107800e+02
4 260 -2.364000e+02 -4.655800e+02
5 260 7.118101e+02 -5.955400e+02
6 260 1.645001e+01 1.114600e+02
7 260 -2.900000e+01 1.881600e+02
8 260 1.903500e+02 3.817001e+01
9 260 4.746997e+01 1.775600e+02
10 260 -2.273999e+01 2.222100e+02
12 260 3.644000e+01 1.650400e+02
13 260 4.234900e+02 -1.613100e+02
15 260 4.735999e+01 2.336900e+02
0 261 -3.140997e+01 1.115500e+02
1 261 1.717600e+02 1.448600e+02
2 261 4.096002e+01 9.821002e+01
3 261 -5.034998e+01 -2.189100e+02
4 261 -1.961500e+02 -3.845300e+02
5 261 5.698300e+02 -5.475200e+02
6 261 -1.392700e+02 1.227900e+02
7 261 -1.429200e+02 2.145000e+02
8 261 6.975000e+01 3.873999e+01
10 261 -1.416700e+02 2.682200e+02
12 261 -1.098500e+02 1.775400e+02
13 261 3.180900e+02 -1.330000e+02
15 261 -9.063000e+01 2.848200e+02
0 262 3.697998e+01 1.866998e+01
1 262 2.013199e+02 3.651001e+01
2 262 1.805900e+02 5.353003e+01
4 262 -2.642100e+02 -4.423800e+02
